"id","acronym","status","title","startDate","endDate","totalCost","ecMaxContribution","legalBasis","topics","ecSignatureDate","frameworkProgramme","masterCall","subCall","fundingScheme","nature","objective","contentUpdateDate","rcn","grantDoi"
"641896","INMANCAP NL","CLOSED","Enhancing Innovation Management Capacity of SMEs in The Netherlands","2014-07-01","2014-12-31","227500","182000","H2020-EU.2.3.","INNOSUP","2014-11-17","H2020","H2020-Adhoc-2014-20","H2020-Adhoc-2014-20","CSA","","The overall objectives of the project are to deliver services designed to enhance the innovation management capacity of SMEs in The Netherlands between 15 July and 31 December 2014.These services will comprise both key account management services under the SME Instrument of Horizon 2020 and services to enhance the innovation management capacities of SMEs.The sub objectives for the first category  are: to develop regional SME innovation management capacity by carrying out an innovation management gap analysis and developing and implementing an coaching action plan for a specific project under the H2020 SME Instrument.The sub objectives for the second category are: to identify promising SMEs capable of growth and successful internationalisation, to carry out a diagnostic audit to identify gaps in the regional SME innovation management capacity and to develop and implement a tailored action plan to make the innovation system in the company more efficient and effective.Our goal is to supply innovation management support services to 10 beneficiaries of the H2020 SME Instrument and 40 SMEs with a high potential to grow and benefit from internationalisation outside the SME Instrument.","2022-08-11 12:21:00","193861","10.3030/641896"
"733627","HEALTHSTOCK","CLOSED","Fodder for healthier animals and improved livestock production","2016-11-01","2018-10-31","1826950","1278865","H2020-EU.3.2.","SMEInst-07-2016-2017","2016-10-17","H2020","H2020-SMEInst-2016-2017","H2020-SMEINST-2-2016-2017","SME-2","","PENTABIOL has developed and tested PROBISAN, a fermented fodder improver for nutrition of animals that overtakes theperformance of any other fodder improver on the market. The most strict and unbiased product test has been undertaken ona single commercial swine farm in Spain comparing PROBISAN and the leading product on the market. Each product wasused to feed during the same period of a population of 1.575 piglets (252 each fodder). PROBISAN piglets ate 10% less andgrew 4% more than competition piglets. Considering both effects PROBISAN offers 14% more yield than the best product onthe market. Furthermore the average deviation of results with the group of 7 independent tests showed that PROBISAN ismuch more stable than the other fodders.","2022-08-09 19:35:00","206082","10.3030/733627"
"639314","FLDcure","CLOSED","A potent Micro-RNA therapeutic for nonalcoholic fatty liver disease (NAFLD)","2015-01-01","2016-06-30","149800","149800","H2020-EU.1.1.","ERC-PoC-2014","2014-12-11","H2020","ERC-2014-PoC","ERC-2014-PoC","ERC-POC","","Fatty Liver disease (FLD) is a widespread disease which can often progress to Nonalcoholic steatohepatitis, cirrhosis and liver cancer. At present FLD disease affects a huge perportion of the population and prompt treatment will be of major health benefits to the general population. We have developed a specific therapeutic targeting a microRNA we and others have shown to be involved in the pathogenesis of FLD. This therapeutic agent can dramatically reduce FLD in a mouse model. We would like to extend the pre-clinical studies in order to encourage interest of a pharmaceutical company who will license the technology and pursue clinical trials.","2022-08-11 11:50:00","193647","10.3030/639314"
"640749","DHaptics","CLOSED","DHaptics: Creating silent and sharp Mid-air Haptics using phased array of ultrasound transducers","2014-12-01","2016-05-31","149170","149170","H2020-EU.1.1.","ERC-PoC-2014","2014-11-14","H2020","ERC-2014-PoC","ERC-2014-PoC","ERC-POC","","A fundamental shift is underway in how we interact with our computers and devices. Products such as Microsoft’s Kinect and Leap Motion’s desktop controller enable us to dispose of the keyboard and mouse and instead control our devices without touching them. Touchless sensing products are being launched across the consumer electronics, automotive and healthcare industries. A significant and well noted problem with touchless sensing is a lack of tactile feedback.The PI and his team are the first in the world to create a novel haptic feedback system that allows users to feel tactile sensations in bare hand while interacting in mid-air with a system. This is likely to be a huge commercial success provided we can make some improvements to the distinct audible hum that is generated by our system.This project will realize a proof of concept phased-array haptic system that is silent and sharp.  Our prototype will enable two advantages over the existing haptic system. a) Elimination of audible noise when creating a single and multiple tactile pointsb) Maintaining perceptual sharpness of the tactile focal point while eliminating the audible sound","2022-08-11 11:52:00","193747","10.3030/640749"
"815645","RAPID","CLOSED","RNA particles for Preparedness against Infectious Diseases","2018-06-01","2018-11-30","71429","50000","H2020-EU.2.3.","EIC-SMEInst-2018-2020","2018-05-09","H2020","H2020-EIC-SMEInst-2018-2020","H2020-SMEInst-2018-2020-1","SME-1","crisisRecovery","BunyaVax builds unprecedented technology for cost-effective and rapid development of vaccinesagainst newly emerging viruses. The platform can be a valuable tool in quickly controlling the spread of new virus strainsamong populations. The timing of RAPID closely corresponds with a current focus of the vaccine industry on novel vaccineplatform technologies that enable rapid response to emerging threats.The BunyaVax RNA particle technology combines the efficacy of live vaccines with the safety of inactivated or subunitvaccines – which are currently the standard vaccine technologies. A unique characteristic of the RNA platform is that itallows for ‘plug and play’ application. Any gene can be plugged into the RNA particle genome to generate inherently safeand efficacious vaccines. The platform can stably express a broad variety of pathogen derived antigens. A major advantageis that development and manufacturing can be completed in a timeframe of 16 weeks which is at least twice as fast ascurrent methods. The BunyaVax technology is in a stage of proven efficacy in sheep.RAPID is designed to prepare for partnerships with vaccine manufacturers and/or venture capital firms and to lay thefoundation for clinical application of the vaccine platform. Key steps for upscaled production levels will be taken. The innovation project is at the core of the strategy of BunyaVax. The project is instrumental for reaching a stage in which commercial partnerships can be explored. Ultimately, this will allow BunyaVax to forward the technology to a stage in which industry can use it to develop vaccines for controlling veterinary and human infectious disease outbreaks at an earlier stage than currently possible.","2022-08-10 13:02:00","217731","10.3030/815645"
"864475","FAVIT","SIGNED","FEASIBILITY ANALYSIS OF INNOVATIVE PRACTICES IN VIRTUAL TESTING METHODS FOR AIRCRAFT CERTIFICATION","2019-10-01","2022-03-31","714250","499975","H2020-EU.3.4.","JTI-CS2-2018-CfP09-SYS-03-22","2019-09-25","H2020","H2020-CS2-CFP09-2018-02","H2020-CS2-CFP09-2018-02","CS2-IA","","FAVIT main objective is to deliver a set of knowledge-based proposals for the improvement of aerospace standards and guidelines for the system suppliers and aircraft manufacturers. FAVIT will analyse the current aerospace standards and guidelines to identify how the design and verification processes can be enhanced to accelerate the processes using the state-of-the-art technologies based in virtual testing. FAVIT Project aims to become the tool for Clean Sky 2 to obtain this complete and accurate feasibility analysis of innovative practices in virtual testing methods for aircraft certification contributing to an innovative future framework of the aerospace standards in Europe. The methodology for the development of this study will include interaction with main stakeholders from the industry and the relevant certification authorities, as well as dissemination events to promote projects results.","2022-08-16 12:42:00","225386","10.3030/864475"
"672881","GT WHR system","CLOSED","Green Turbine WHR System","2015-06-01","2015-11-30","71429","50000","H2020-EU.3.4.","IT-1-2014-1","2015-05-01","H2020","H2020-SMEInst-2014-2015","H2020-SMEINST-1-2014","SME-1","","A Waste Heat Recovery System that converts flue gasses of a diesel-, gas- or fuel cell engine into electricity.","2022-08-11 09:55:00","196479","10.3030/672881"
"648295","GraM3","CLOSED","Surface-grafted metallofullerene molecular magnets with controllable alignment of magnetic moments","2015-06-01","2020-11-30","1912181","1912181","H2020-EU.1.1.","ERC-CoG-2014","2015-03-24","H2020","ERC-2014-CoG","ERC-2014-CoG","ERC-COG","","The molecules retaining their magnetization in the absence of magnetic field are known as single molecule magnets (SMMs). Important problems to be solved on the way to the applications of SMMs in molecular spintronics is their deposition on surfaces and addressing their spins on the single molecular level. In this project we will address these problems by designing SMMs based on endohedral metallofullerenes (EMFs) derivatized with anchoring groups. SMM behaviour recently discovered for DySc2N@C80 and Dy2ScN@C80 in PI’s group is governed by a strong magnetic anisotropy (magnetic moments of Dy ions are aligned along the Dy–N bonds) and ferromagnetic exchange interactions between Dy ions within the clusters. Protected by the carbon cages, these SMMs exhibit uniquely long zero-field relaxation times of several hours at 2 K and provide an ideal system for addressing the individual spin states. Spatial orientation of magnetic moments in EMF-SMMs is determined by the endohedral cluster and is therefore influenced by the orientation of the EMFs molecules and their internal dynamics. We will apply three strategies to control the spatial arrangement of the magnetic moments in EMF-SMMs: (i) deposition of EMF molecules via sublimation; (ii) exohedral modification of EMFs with anchoring groups for grafting of EMFs on surfaces; (iii) introducing photoswitchable units into the anchoring groups which can reversibly change their geometry upon impact of light and will allow switching direction of the magnetic moment in a fully controllable way. Magnetic behaviour of the surface-grafted SMMs will be studied by bulk- and surface-sensitive techniques including X-ray magnetic circular dichroism and especially spin-polarized scanning tunneling microscopy. Successful fulfillment of the objectives of this interdisciplinary high-risk/high-gain project will revolutionize the field of the surface molecular magnetism by allowing the study and control of the SMMs on a single spin level.","2022-08-18 08:50:00","194532","10.3030/648295"
"663613","IcoCell","CLOSED","IcoCell− Chassis for Enhanced Mammalian Cell Line Development and Engineering","2015-04-01","2015-09-30","71429","50000","H2020-EU.2.1.4.","BIOTEC-5a-2014-1","2015-03-16","H2020","H2020-SMEInst-2014-2015","H2020-SMEINST-1-2014","SME-1","","The opportunity to focus on the production of biopharmaceuticals is often taken from SMEs since huge amount of resources is required for the development of high-producer cell lines. We envision that our parental cell factories will increase the efficiency of cell line engineering and will effectively reduce the time-to-market for mammalian cell-based products. It allows SMEs to leverage their traditional strengths of adaptability and creativity, and to develop novel products for biotechnology industries.","2022-08-11 18:14:00","196268","10.3030/663613"
"875297","NIPCT","CLOSED","Non-invasive prenatal diagnostics – Isolation of circulating trophoblast cells using a malaria protein","2020-01-01","2021-06-30","0","150000","H2020-EU.1.1.","ERC-2019-POC","2019-12-11","H2020","ERC-2019-PoC","ERC-2019-PoC","ERC-POC-LS","","Placental biopsies are associated with high risk of miscarriage. Current non-invasive tests are not very precise. The malaria protein VAR2CSA has been evoluationary refined to bind specifically to human placent cells. This causes the syndrom placental malaria in pregnant women. Recombinant VAR2CSA binds with high specificity to syncytiotrophoblasts in the placenta as well as placental cell lines. Using this knowledge we have developed a powerful tool which captures circulating trophoblast from a blood sample from pregnant women. This tool enables non-invasive fetal diagnostic, early in pregnancy. The aim of the ERC PoC project is to A) prepare a strategic product and business plan and B) further develop and validate the methodology enabling facile and early non-invasive fetal diagnostic.","2022-08-26 20:56:00","226567","10.3030/875297"
"713768","Peer 4 Inno Manage","CLOSED","Peer Learning for Innovation Management in SMEs","2016-05-01","2017-04-30","50000","50000","H2020-EU.2.3.","INNOSUP-5-2014","2016-04-02","H2020","H2020-INNOSUP-2014-2015","H2020-INNOSUP-2014-5","CSA","","The objective of this project is to learn from sharing experience and exchanging different viewpoints and problems encountered while implementing support services and programmes aimed at fostering innovation management capacity in SMEs. The four partners will share the current support services offered to SMEs and will exchange good practices in order to renovate insights and develop a common Design Options Paper. The Design Option Paper will be the result of the peer-review process and will serve as a guide for other innovation agencies interested in implementing the addressed innovation support service. For the best use of the results of the project the goal is set on the possibility to reach as many innovation agencies as possible with the support of the European Association of Regional Development Agencies, EURADA.","2022-08-16 23:01:00","203189","10.3030/713768"
"856225","ICEFIN","CLOSED","CONTINUED","2019-02-01","2019-07-31","71429","50000","H2020-EU.2.3.","EIC-SMEInst-2018-2020","2019-01-28","H2020","H2020-EIC-SMEInst-2018-2020","H2020-SMEInst-2018-2020-1","SME-1","","The fashion industry pollutes like no other industry – only surpassed by the oil and gas industry. The industry is not capable of changing according to the increased consumer awareness and shift towards circular economy. There is s huge market opportunity in enabling global fashions brands towards this shift.Our unique value proposition lies in enabling a turnkey, and fully brand-integrated digital “shop in shop” platform that manages the rental business and logistical system together with the global fashion brands. We call our B2B2C platform “CONTINUED”. We believe to increase profitability up to 69% (compared to wholesale) and 22% (compared to own retail)","2022-08-15 14:07:00","220663","10.3030/856225"
"744015","InnoSuppEastMed","CLOSED","Innovation Support Network East Mediterranean","2017-01-01","2018-12-31","18125","18125","H2020-EU.2.3.","H2020-SGA2-EEN","2017-03-08","H2020","H2020-EEN-SGA2-2017-2018","H2020-EEN-SGA2-2017-2018","CSA","","Aim of the project is to become a true one-stop-shop for business and innovation support along the entire value chain, providing its services in the proposed region the context of COSME and HORIZON 2020 Programme and in line with the Europe2020 strategy. innovation support services will helpstrengthen the competitiveness and sustainability of regional enterprises.Proposed project will include two acitivity type which are “Key account management under the SME Instrument ofHorizon 2020” and “Services to enhance the innovation management capacities of SMEs”","2022-08-16 00:06:00","208859","10.3030/744015"
"827310","RENUTRI","CLOSED","RECYCLING ALKALINE BATTERIES INTO MICRONUTRIENT FERTILIZER","2018-09-01","2018-11-30","71429","50000","H2020-EU.2.3.","EIC-SMEInst-2018-2020","2018-08-03","H2020","H2020-EIC-SMEInst-2018-2020","H2020-SMEInst-2018-2020-1","SME-1","","The majority of alkaline battery recycling plants are working at maximum capacity and cannot cope with increasing demand. Safety issues, vast energy consumption and high process temperatures make smelting plants a dangerous and outdated technology. Battery manufacturers have produced and distributed over 10 billion alkaline batteries worldwide and the amount of used batteries increases at six percent annually. Many countries are unable to keep up with the environmental impacts. Fifty-one percent of global agricultural land and thus food plants globally suffer from micronutrient deficiency. Tracegrow introduces new recycling capabilities for alkaline battery and an innovative end product—micronutrient fertilizer. The proposed feasibility study enhances the company’s potential for international expansion and capability to create a new niche market in recycling used minerals into ecological soil micronutrients.","2022-08-10 09:34:00","217240","10.3030/827310"
"652527","DIGISTONE P1","CLOSED","Production and Market entry financing of Digital Concrete Screen for Outdoor Digital Signage application","2014-10-01","2015-03-31","71429","50000","H2020-EU.2.1.1.","ICT-37-2014-1","2014-09-26","H2020","H2020-SMEInst-2014-2015","H2020-SMEINST-1-2014","SME-1","","The DIGISTONE market phase 1 aims at adressing a major market opportunity in the supply of large, concrete multimedia displays primarily for outdoor digital signage and commercial applications.","2022-08-08 09:42:00","194788","10.3030/652527"
"650877","AST-FCS_vF","CLOSED","ADAPTIVE SELF-TUNING FLIGHT CONTROL SYSTEM COMPLETE AND QUALIFIED","2014-10-01","2015-03-31","71429","50000","H2020-EU.3.4.","IT-1-2014-1","2014-09-26","H2020","H2020-SMEInst-2014-2015","H2020-SMEINST-1-2014","SME-1","","The objective of the overall innovation project is the commercialization of the first Adaptive Self-Tuning Flight Control System(AST-FCS) in the history of aeronautics, based on internationally patented ADEX technology.","2022-08-08 09:27:00","194690","10.3030/650877"
"690882","QuatSalts","CLOSED","New Quaternary Ammonium Salts for use in Drug Manufacture","2016-03-01","2020-02-29","774000","774000","H2020-EU.1.3.","MSCA-RISE-2015","2015-11-03","H2020","H2020-MSCA-RISE-2015","H2020-MSCA-RISE-2015","MSCA-RISE","","The aim of this project is to bring together subject matter experts from the academic and non-academic sectors to develop three new categories of quaternary ammonium salts to be used as catalysts for the cost-efficient and green manufacture of high value active pharmaceutical ingredients. In order to achieve this objective the proposal brings together 3 partners with complementary skills:University of Naples(UNIN): experts in the preparation and purification of cyclic peptides. Experts in solid phase synthesis and immobilisation of peptides on solid support.KelAda Pharmachem: Phase transfer catalysis/organo catalysis/scale-up  of chemical processesUniversity of Linz(JKU Linz): experts in design of new ammonium salts and optimisation of enantioselective phase transfer catalyses. We have broken this proposal into the following separate Work Packages:WP1. Preparation of new designer ammonium salts [WP leader: Kelada]WP2. Preparation of cyclic peptide based ammonium salts [WP leader: UNINA]WP3.  Evaluation of new ammonium salt catalysts prepared through WP1  [WP JKULinz]WP4.  Evaluation of new Ammonium salt catalysts prepared through WP2[WP leader: UNINA]WP5.  Application of Ammonium salts to drug production [WP leader: Kelada]WP6.  Scale up of key steps or the manufacture of drugs  [WP leader: Kelada]WP 7. Management, Communication & Dissemination  [WP leader: KelAda]The above WP’s will be undertaken via a series of interlinked secondment of researchers between consortium partners and will be complemented by a series of training and other initiatives to facilitate interdisciplinary and intersectoral knowledge sharing and exchange.","2022-08-18 00:10:00","199113","10.3030/690882"
"808316","Radiation detector","CLOSED","Novel radioactive radiation technology feasibility verification","2018-03-01","2018-09-30","71429","50000","H2020-EU.2.1.1.","SMEInst-01-2016-2017","2018-02-02","H2020","H2020-SMEInst-2016-2017","H2020-SMEINST-1-2016-2017","SME-1","","Sensinite develops and manufactures nuclear radiation detection technology revolutionizing the usability and application locations of the radiation detectors. With the Sensinite detection technology illicit nuclear material trafficking will be harder and the Europe will be safer from terrorist attacks. The border security of Europe will improve drastically, allowing even 25x higher number of inspected sea containers. Companys clients are manufacturing partners integrating technology of the company to their own end products. The company expects of achieving sales of 35 million EUR by 2023. This grant applied is to fund the study of commercial and technological feasibility.","2022-08-09 18:24:00","213679","10.3030/808316"
"950584","DecOmPress","SIGNED","Decoding spatio-temporal omics in progressive neuroinflammation","2021-01-01","2025-12-31","1500000","1500000","H2020-EU.1.1.","ERC-2020-STG","2020-10-29","H2020","ERC-2020-STG","ERC-2020-STG","ERC-STG","","Multiple sclerosis (MS) is a paradigmatic progressive neuroinflammatory disease characterized by multiple lesions across the entire central nervous system including both gray and white matter areas. Deconvoluting the spatio-temporal cellular and molecular landscape is therefore key to understanding underlying disease mechanisms and to develop cell-type specific therapies. The DecOmPress proposal is about integrative human and mouse single-cell genomic strategies to track-down reactive cellular states in compartmentalized progressive neuroinflammation. DecOmPress has two major research tracks (RTs).RT1 is an MS tissue discovery pipeline utilizing single-nucleus RNA and open chromatin sequencing. RT1 is about developing novel integrative computational tools to process sequencing data from different anatomical lesion areas implementing a large multiplex single-nucleus genomic dataset from the anterior visual system. RT1 is also about decoding compartmentalized inflammation in meningeal versus perivascular tissue niches.RT2 is a functional validation pipeline utilizing complex transgenic and disease mouse models as well as human organoids in combination with single-cell physiology and genomics. RT2 is about dissecting glial-intrinsic mechanisms at the chronically inflamed white matter lesion rim focusing on MS-specific oligodendrocyte and microglia subtypes. RT2 is also about decoding neuron subtype specific pathologies focusing on projection neurons and the contribution of local (meningeal) and distant (white matter tracts) inflammation and demyelination to cell-type specific neurodegeneration.In summary, DecOmPress is a highly innovative and fully translational multidisciplinary proposal aiming at identifying novel cell-type specific disease mechanisms and therapeutic targets.","2022-08-17 14:58:00","232979","10.3030/950584"
"737600","TOXANOID","CLOSED","Pharmacological safety testing in human adult stem cell-derived organoids","2017-04-01","2018-09-30","147500","147500","H2020-EU.1.1.","ERC-PoC-2016","2017-03-17","H2020","ERC-2016-PoC","ERC-2016-PoC","ERC-POC","","Toxicology and pharmacology assays are crucial pillars of modern drug development. They are essential to understand how tissues such as intestine and liver take up and degrade pharmaceutically active compounds. Due to the lack of suitable in vitro systems, these assays are carried out in experimental animals. This practice increases cost and development time but also creates significant ethical issues. We recently developed a 3D culture system that allows us to expand human tissue stem cells from intestine and liver as organoids and differentiate them to the respective functional adult tissue in vitro. These stem cell-derived tissues show high cytochrome activity and are able to metabolize drugs in a simple and cost-effective in vitro assay. With support from the ERC Proof of concept grant we aim to prove that our technology can outperform current in vitro systems and replace a significant portion of animal-based toxicology studies. This technological advance will lead to substantial reduction of cost in industrial and academic drug development and overcome practical and ethical pitfalls in animal-based testing.To this end we will develop an organoid-based assay to test tissue-drug interactions in three steps:1) Definition of optimal parameters for human in vitro assays to assess gastro-intestinal and hepatic toxicity 2) Scale-up3) Technology transfer and commercial distribution","2022-08-09 18:23:00","209165","10.3030/737600"
"741541","SPICY","SIGNED","Simulating 2d Spin Lattices with Ion Crystals","2017-09-01","2023-11-30","2496525","2496525","H2020-EU.1.1.","ERC-2016-ADG","2017-07-06","H2020","ERC-2016-ADG","ERC-2016-ADG","ERC-ADG","","The objective of this project is to experimentally realize a 100-particle quantum simulator with complete quantum control at the single-particle level that will be used for investigating models of interacting spins in two dimensions. The experimental platform is a two-dimensional crystal of laser-cooled ions held in a radio-frequency trap. In this approach, the quantum state of a spin is encoded in two electronic levels of an ion. Effective spin-spin interactions are induced by laser fields coupling the ions’ electronic levels to excitations of the crystal lattice. Single-particle quantum control will be achieved by manipulating individual ions with a strongly focused steerable laser beam. Single-shot quantum measurements with near-unit detection efficiency will enable measurements of arbitrary spin correlation functions.The main goals of SPICY are:1. Trapping and laser-cooling of two-dimensional ion crystals to millikelvin temperatures in a radio-frequency trap. 2. Realization of quantum spin models with particle numbers for which the simulation becomes intractable by numerical techniques.3. Development of methods for validating quantum simulators 4. Investigation of various models with spin-frustration in two-dimensional geometries.SPICY builds on my experience with small-scale one-dimensional trapped-ion simulators. The exploration of two-dimensional lattice geometries will overcome difficulties in scaling up one-dimensional trapped-ion systems and enable the experimental investigation of the rich physics of two-dimensional spin models.","2022-08-25 15:38:00","211344","10.3030/741541"
"698959","REALM","CLOSED","A disruptive method to free physicians from Hospital Information Systems by generating fault free patient diagnostic documents in real-time using natural language","2015-10-01","2016-03-31","71429","50000","H2020-EU.2.1.1.","ICT-37-2015-1","2015-09-03","H2020","H2020-SMEInst-2014-2015","H2020-SMEINST-1-2015","SME-1","","A significant bottleneck in Europe’s health care model is that physicians are spending up to 30 % of their time operating complex Hospital Information Systems (HIS). The Diktamen-method totally frees the physician from HIS and revolutionizes any voice-to-text capabilities. All diagnostic data is expressed with natural language, while the error free diagnostic document is produced in real-time. Our pilot study showed that physicians treat 25 % + more patients per day with the Diktamen-method. According to our growth plan this is the equivalent of generating 13 888 new physicians inside EU-27 by the year 2020.","2022-08-11 12:56:00","198945","10.3030/698959"
"654166","CREMLIN","CLOSED","Connecting Russian and European Measures for Large-scale Research Infrastructures","2015-09-01","2018-08-31","1696250","1696250","H2020-EU.1.4.","INFRASUPP-6-2014","2015-04-24","H2020","H2020-INFRASUPP-2014-2015","H2020-INFRASUPP-2014-2","CSA","","This CREMLIN proposal is to foster scientific cooperation between the Russian Federation and the European Union in the development and scientific exploitation of large-scale research infrastructures. It has been triggered by the recent so-called megascience projects initiative launched by and in the Russian Federation which is now very actively seeking European integration. The proposed megascience facilities have an enormous potential for the international scientific communities and represent a unique opportunity for the EU to engage in a strong collaborative framework with the Russian Federation.The CREMLIN proposal is a first and path finding step to identify, build and enhance scientific cooperation and strong enduring networks between European research infrastructures and the corresponding megascience facilities to maximize scientific returns. The proposal follows the specific recommendations of an EC Expert Group by devising concrete coordination and support measures for each megascience facility and by developing common best practice and policies on internationalisation and opening.CREMLIN will thus effectively contribute to better connect Russian RIs to the European Research Area.","2022-08-16 18:08:00","194943","10.3030/654166"
"699641","TOURISM ID","CLOSED","Design Innovation Support Scheme for Tourism Industry","2016-02-01","2017-07-31","50000","50000","H2020-EU.2.3.","INNOSUP-5-2014","2016-01-28","H2020","H2020-INNOSUP-2014-2015","H2020-INNOSUP-2014-5","CSA","","The proposal aims to promote the interest and investment of small-and-medium-sized enterprises of Tourism Sector (SMEs)in relation to utilizing design and transforming design activity into tradable deliverables that manifest exploitation. To achievethis, three organizations that facing this issue with different expertise are joining forces to create the most suitable andsustainable supporting instrument. TOURISM ID project adopts a co-creation focused on breaking down the above barriersby evolving all the relevant stakeholders to the process for the creation of the dedicated Support Instrument for Innovation Intourism industry and gathering insights from the smes in order to reframe the barriers.","2022-08-08 12:26:00","200099","10.3030/699641"
"672506","PASSIONATE","CLOSED","Providing Active Safety Shoes based On Nano Technologies","2015-06-01","2015-11-30","71429","50000","H2020-EU.2.1.2.","NMP-25-2014-1","2015-05-01","H2020","H2020-SMEInst-2014-2015","H2020-SMEINST-1-2014","SME-1","","Nano-technologies and other material science innovations have yielded a range of materials with highly functional surface properties. Some of these materials are available in the form of films or foils (2D sheets). Bekina Boots (a global leader in polyurethane protective footwear) has patented technology for producing ‘safety footwear in foamed plastic with an additional protective outer layer’. Bekina Boots wants to integrate these hi-tech foils onto footwear, in order to enable a radically new form of active personal protection in a wide range of niche applications. Footwear which senses and/or actively interacts with its environment can deliver an unprecedented degree of protection to workers worldwide. This innovation has the potential to become the new standard for safety footwear in a number of industries and is disruptive to current footwear which typically provides passive protection based on a physical barrier.The main objectives of the study relate to the economic feasibility and production upscaling:- The exploration of potential niche applications and assessment of their market potential- Development of an operational framework (incl. technology & commercial partnerships) to roll out a global marketing & commercialization strategy. - Development of a detailed business & financial plan so that Bekina Boots can capture the market","2022-08-11 09:53:00","196450","10.3030/672506"
"768258","CompactDating","CLOSED","A compact radioisotope dating device for rapid sample analysis","2017-10-01","2018-09-30","149924","149924","H2020-EU.1.1.","ERC-2017-PoC","2017-06-16","H2020","ERC-2017-PoC","ERC-2017-PoC","ERC-POC","","The FNPMLS project (ERC n.648381) has successfully demonstrated that resonance ionization spectroscopy can be performed efficiently and with high resolution on an accelerated beam (CRIS). This novel and versatile methodology has been used to measure exotic nuclei down to rates of less than 20 atoms/second. In order to achieve these results the CRIS method has had to efficiently remove interference isotopes that would otherwise saturate the detectors. The key advantages of the method are its high selectivity, interference suppression and compact size. In principle it can be combined with mass spectrometry techniques such as ICP-MS and IRMS to enhance their respective sensitivity by more than three orders of magnitude in a compact table top device. This would have applications in the industries that utilize radioisotope detection for molecular labelling and dating.  We believe that our methodology has the potential to significantly reduce the costs associated detecting isotopes such as 14C. In this project we will define and develop a commercialization strategy and effective route to market as well as produce a well defined IP position. A prototype device with autosampling capabilities will be constructed and used for benchmarking and validation tests that will further inform the marketing strategy. The final deliverables of this project will be a package consisting of a working prototype that demonstrates the ability to rapidly analyse biological samples and a commercialization strategy that has a clearly defined route to market and IP position.","2022-08-09 19:37:00","211142","10.3030/768258"
"706871","GLUTORHIV","CLOSED","Glucose metabolism and mTOR pathway role in CD8+ T cell control of HIV-1","2016-04-01","2018-03-31","185076","185076","H2020-EU.1.3.","MSCA-IF-2015-EF","2016-03-16","H2020","H2020-MSCA-IF-2015","H2020-MSCA-IF-2015","MSCA-IF-EF-RI","","Antiretroviral therapy can decrease HIV-1 below the limit of detection but fails to eliminate the virus completely. One of the main goals of a HIV-1 vaccine is the generation of cytotoxic CD8 T cell responses that counteract the virus. CD8 T cells participate in the control of viremia early but progressively show weakened functions, which leads to loss of virus control. HIV controllers are a rare group of infected patients who can control the virus for years without antiretroviral therapy. CD8 T cells from HIV-controllers display an outstanding capacity to eliminate infected CD4 T cells ex vivo but the underlying mechanisms are still not understood.Preliminary data aiming at establishing a single cell transcriptional signature associated with control of HIV suggest an important role of the mTOR pathway during the chronic stage. This pathway plays a major role in glucose metabolism and CD8 T cells cytotoxic function. This raises the hypothesis that the extraordinary HIV-suppressive capacity of HIV-controllers CD8 T cells is associated with the modulation of mTOR pathway and glucose metabolism.This project aims to 1) Study the single cell gene expression of HIV-specific CD8 T cells in HIV patients longitudinally from acute to chronic stages and understand the factors linked to control and loss of function of CD8 T cells during disease progression. 2) To characterize the role of mTOR pathway in the ability of CD8 T cells from HIV-controller to eliminate infected cells and test if this pathway can be modulated to fine-tune anti-HIV CD8 T cells responses. 3) To understand if an optimal glucose metabolism is necessary for CD8 T-cells suppression of HIV and if this capacity can be improved by increasing available glucose. This work will help to understand the characteristics of effective CD8+ T cell responses against HIV and may guide the development of anti-HIV vaccines or immunotherapies to induce HIV controller-like responses in HIV-infected progressors.","2022-08-09 08:49:00","201464","10.3030/706871"
"889200","COPI","CLOSED","Carbon Offset Plug-in","2020-01-01","2020-06-30","71429","50000","H2020-EU.2.3.","EIC-SMEInst-2018-2020","2019-12-03","H2020","H2020-EIC-SMEInst-2018-2020","H2020-SMEInst-2018-2020-1","SME-1","","Carbon Checkout is a technology company that facilitates carbon offset transactions through eCommerce and mobile channels. We integrate our carbon finance software application into partner sites and mobile platforms to enhance the customer experience with a sustainable purchasing option – an option to offset the carbon footprint of their purchase, in one-click at checkout.","2022-08-17 01:35:00","226635","10.3030/889200"
"652490","FLOTA","CLOSED","Floating Offshore Photovoltaic systems","2014-11-01","2015-04-30","71429","50000","H2020-EU.3.2.","BG-12-2014-1","2014-10-27","H2020","H2020-SMEInst-2014-2015","H2020-SMEINST-1-2014","SME-1","","The innovation project consists in a system of floating photovoltaic panels for the decentralized generation and stocking of energy at off shore fish farms (and more generally sea activities with necessity of electricity). The project FLOTA (Floating Offshore Photovoltaic systems) addresses the industrial problem of the autonomous supply of sustainable and green energy for the quickly increasing industrial branch of fish farms.Goals of this feasibility study is to finalize the business plan for the development of a new company of a spin-off fully dedicated to sea advanced systems, the finalization of specific design activities on the system and the creation of a small scale demonstrator that will be the key element of the dissemination for this system.","2022-08-08 09:42:00","194785","10.3030/652490"
