projectID,topic,title
690103,WASTE-6a-2015,Eco-innovative solutions
663055,SIE-01-2014-1,Stimulating the innovation potential of SMEs for a low carbon energy system
705861,MSCA-IF-2015-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
886810,JTI-CS2-2019-CfP10-LPA-02-31,Development of short fibre reinforced thermoplastic airframe clips and brackets using factory waste
817150,EIC-SMEInst-2018-2020,SME instrument
101029471,MSCA-IF-2020,Individual Fellowships
101004172,SPACE-10-TEC-2018-2020,Technologies for European non-dependence and competitiveness
661199,MSCA-IF-2014-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
727583,LCE-07-2016-2017,Developing the next generation technologies of renewable electricity and heating/cooling
741284,MSCA-IF-2016,Individual Fellowships
807091,CS2-GAM-2018-ECO,Eco Design Transverse Activity
761964,SMEInst-04-2016-2017,Engaging SMEs in space research and development
755616,JTI-CS2-2016-CFP04-AIR-02-36,Development of prototype system based on Laser UT technology for high speed contactless no-couplant inspection of hybrid and thick composite structures
720749,NMBP-17-2016,Advanced materials solutions and architectures for high efficiency solar energy harvesting
821019,JTI-CS2-2017-CfP07-ENG-01-27,"Composite process modelling and net-shape, complex geometry RTM tool design"
837771,BBI.2018.SO2.D3,Valorise sugars from the cellulosic and/or hemicellulosic fractions of lignocellulosic biomass
881771,S2R-OC-CCA-01-2019,Noise & Vibration
946611,EIC-SMEInst-2018-2020,SME instrument
886703,JTI-CS2-2019-CFP10-REG-01-18,Theoretical and experimental evaluations of strain field modification induced by flaws in loaded composite structures
792776,MSCA-IF-2017,Individual Fellowships
646307,NMP-01-2014,Open access pilot lines for cost-effective nanocomposites
689007,MG-1.9-2015,International cooperation in aeronautics with Canada
864256,JTI-CS2-2018-CFP09-THT-05,Advanced High Bypass Ratio Low-Speed Composite Fan Design and Validation
799658,MSCA-IF-2017,Individual Fellowships
641528,INNOSUP,INNOSUP
722096,MSCA-ITN-2016,Innovative Training Networks
709746,BBI.VC2.F2,Valorisation of cellulose into new added value products
650913,NMP-25-2014-1,"Accelerating the uptake of nanotechnologies, advanced materials or advanced manufacturing and processing technologies by SMEs"
753636,MSCA-IF-2016,Individual Fellowships
761495,SMEInst-11-2016-2017,"Boosting the potential of small businesses in the areas of climate action, environment, resource efficiency and raw materials"
887073,JTI-CS2-2019-CFP10-AIR-03-09,Scrapping of carbon reinforced thermoplastic materials
855679,EIC-SMEInst-2018-2020,SME instrument
861850,INNOSUP-02-2019-2020,European SME innovation Associate - pilot
813202,MSCA-ITN-2018,Innovative Training Networks
735552,SMEInst-02-2016-2017,Accelerating the uptake of nanotechnologies advanced materials or advanced manufacturing and processing technologies by SMEs
710957,IT-1-2015-1,Small business innovation research for Transport
821963,SPACE-10-TEC-2018-2020,Technologies for European non-dependence and competitiveness
867598,EIC-SMEInst-2018-2020,SME instrument
880227,EIC-SMEInst-2018-2020,SME instrument
101007429,MSCA-RISE-2020,Research and Innovation Staff Exchange
691916,LCE-03-2015,Demonstration of renewable electricity and heating/cooling technologies
673817,Space-SME-2014-2,SME Instrument
797295,MSCA-IF-2017,Individual Fellowships
660960,MSCA-IF-2014-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
716864,JTI-CS2-2015-CFP02-AIR-02-15,"Design Against Distortion: Part distortion prediction, design for minimized distortion, carbon-epoxy aerospace parts"
101018674,MSCA-IF-2020,Individual Fellowships
763257,SMEInst-11-2016-2017,"Boosting the potential of small businesses in the areas of climate action, environment, resource efficiency and raw materials"
686636,JTI-CS2-2014-CFP01-AIR-01-07,Eco Design for Airframe - Re-use of Thermoplastics Composites
690638,MG-1.10-2015,International cooperation in aeronautics with China
685594,NMP-19-2015,"Materials for severe operating conditions, including added-value functionalities"
897822,MSCA-IF-2019,Individual Fellowships
650485,NMP-25-2014-1,"Accelerating the uptake of nanotechnologies, advanced materials or advanced manufacturing and processing technologies by SMEs"
797961,MSCA-IF-2017,Individual Fellowships
774086,SMEInst-10-2016-2017,Small business innovation research for Transport and Smart Cities Mobility
815278,LC-SC3-RES-11-2018,Developing solutions to reduce the cost and increase performance of renewable technologies
820695,CE-SPIRE-10-2018,Efficient recycling processes for plastic containing materials (IA)
808454,SMEInst-09-2016-2017,Stimulating the innovation potential of SMEs for a low carbon and efficient energy system
665238,FETOPEN-RIA-2014-2015,FET-Open research projects
744914,MSCA-IF-2016,Individual Fellowships
952960,LC-NMBP-31-2020,Materials for off shore energy (IA)
672389,IT-1-2014,Small business innovation research for Transport
869703,SC5-09-2018-2019,New solutions for the sustainable production of raw materials
862942,LC-RUR-11-2019-2020,Sustainable wood value chains
767901,SMEInst-02-2016-2017,Accelerating the uptake of nanotechnologies advanced materials or advanced manufacturing and processing technologies by SMEs
727619,LCE-24-2016,International Cooperation with South Korea on new generation high-efficiency capture processes
645987,NMP-18-2014,Materials solutions for use in the creative industry sector
691436,FTIPilot-1-2015,Fast Track to Innovation Pilot
888396,EIC-SMEInst-2018-2020,SME instrument
701032,MSCA-IF-2015-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
947166,EIC-SMEInst-2018-2020,SME instrument
873123,MSCA-RISE-2019,Research and Innovation Staff Exchange
684051,NMP-25-2015,"Accelerating the uptake of nanotechnologies, advanced materials or advanced manufacturing and processing technologies by SMEs"
876313,EIC-SMEInst-2018-2020,SME instrument
673917,SIE-01-2014-1,Stimulating the innovation potential of SMEs for a low carbon energy system
858389,EIC-SMEInst-2018-2020,SME instrument
794354,MSCA-IF-2017,Individual Fellowships
831955,JTI-CS2-2018-CfP08-SYS-02-52,Innovative Composite Material Qualification Methodologies
655649,MSCA-IF-2014-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
799773,MSCA-IF-2017,Individual Fellowships
661323,MSCA-IF-2014-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
797034,MSCA-IF-2017,Individual Fellowships
722626,MSCA-ITN-2016,Innovative Training Networks
691787,H2020-TWINN-2015,Twinning
690968,MSCA-RISE-2015,Marie Skłodowska-Curie Research and Innovation Staff Exchange (RISE)
706788,MSCA-IF-2015-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
673151,NMP-25-2014-1,"Accelerating the uptake of nanotechnologies, advanced materials or advanced manufacturing and processing technologies by SMEs"
760884,NMBP-20-2017,High-performance materials for optimizing carbon dioxide capture
837249,EIC-SMEInst-2018-2020,SME instrument
769274,MG-1.3-2017,Maintaining industrial leadership in aeronautics
734164,MSCA-RISE-2016,Research and Innovation Staff Exchange
737981,FTIPilot-01-2016,Fast Track to Innovation Pilot
702731,MSCA-IF-2015-GF,Marie Skłodowska-Curie Individual Fellowships (IF-GF)
804065,SMEInst-08-2016-2017,Supporting SMEs efforts for the development - deployment and market replication of innovative solutions for blue growth
754580,JTI-CS2-2016-CFP04-AIR-02-37,Quilted Stratum Processes (QSP) for low cost and  eco thermoplastic manufacturing of complex composite parts
778339,SMEInst-02-2016-2017,Accelerating the uptake of nanotechnologies advanced materials or advanced manufacturing and processing technologies by SMEs
666425,SC5-20-2014,Boosting the potential of small businesses for eco-innovation and a sustainable supply of raw materials
831900,JTI-CS2-2018-CfP08-AIR-02-63,Enhanced Low Cost Complex Composite Structures
658248,MSCA-IF-2014-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
896848,MSCA-IF-2019,Individual Fellowships
675919,MSCA-ITN-2015-ETN,Marie Skłodowska-Curie Innovative Training Networks (ITN-ETN)
821399,JTI-CS2-2017-CfP07-LPA-01-41,Advanced manufacturing for MW range power dense electrical machines for aerospace applications
720744,BBI.VC2.D2-2015,Innovative cellulose-based composite packaging solutions
971442,EIC-FTI-2018-2020,Fast Track to Innovation (FTI)
101021759,MSCA-IF-2020,Individual Fellowships
834049,EIC-SMEInst-2018-2020,SME instrument
887002,JTI-CS2-2019-CFP10-AIR-01-44,Development of a methodology to optimize a wing composite panel with respect to tyre damage certification requirement
807660,SMEInst-02-2016-2017,Accelerating the uptake of nanotechnologies advanced materials or advanced manufacturing and processing technologies by SMEs
646031,NMP-33-2014,The materials 'common house'
720739,BBI.VC2.D2-2015,Innovative cellulose-based composite packaging solutions
785457,JTI-CS2-2017-CFP06-AIR-02-42,Lay-up tools for net-shape AFP-manufacturing of geometrically complex helicopter sideshell sandwich-panels
887042,JTI-CS2-2019-CFP10-AIR-02-79,"Development of FEM fastener parametric/adaptable sizing tool including EMC impact, and manufacturing and EMC/LSP testing of demonstrators"
817238,EIC-SMEInst-2018-2020,SME instrument
721865,MSCA-ITN-2016,Innovative Training Networks
101010259,H2020-EIC-SMEInst-2020-4,H2020-EIC Accelerator pilot –SME Instrument - Green Deal
869180,EIC-FTI-2018-2020,Fast Track to Innovation (FTI)
862597,LC-NMBP-32-2019,"Smart materials, systems and structures for energy harvesting (RIA)"
831985,JTI-CS2-2018-CfP08-AIR-02-60,Full Scale Innovative Integrated Tooling for Composite Material Wing Box [SAT]
952983,CE-BIOTEC-09-2020,Upcycling Bio Plastics of food and drinks packaging (RIA)
814552,DT-NMBP-01-2018,"Open Innovation Test Beds for Lightweight, nano-enabled multifunctional composite materials and components (IA)"
636835,EeB-01-2014,Materials for building envelope
886549,JTI-CS2-2019-CfP10-LPA-01-81,"Fiber reinforced thermoplastics manufacturing for stiffened, complex, double curved structures"
735318,SMEInst-10-2016-2017,Small business innovation research for Transport and Smart Cities Mobility
896300,MSCA-IF-2019,Individual Fellowships
101007011,LC-GV-06-2020,Advanced light materials and their production processes for automotive applications
864719,JTI-CS2-2018-CFP09-THT-05,Advanced High Bypass Ratio Low-Speed Composite Fan Design and Validation
761219,SMEInst-02-2016-2017,Accelerating the uptake of nanotechnologies advanced materials or advanced manufacturing and processing technologies by SMEs
717070,JTI-CS2-2015-CFP02-AIR-02-16,Process development for composite frames manufacturing with high production rate and low cost
831948,JTI-CS2-2018-CfP08-FRC-01-20,"Design, development and flight qualification of a supercritical composite shaft drive line for tiltrotor main drive system"
738220,JTI-CS2-2016-CFP03-AIR-02-18,Prototype Tooling for subcomponents manufacturing for wing winglet
717915,DRS-17-2015-1,Critical infrastructure protection topic 7: SME instrument topic: Protection of Urban soft targets and critical infrastructures
101027516,MSCA-IF-2020,Individual Fellowships
798651,MSCA-IF-2017,Individual Fellowships
827511,EIC-SMEInst-2018-2020,SME instrument
660067,MSCA-IF-2014-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
673128,ICT-37-2014-1,Open Disruptive Innovation Scheme (implemented through the SME instrument)
797460,MSCA-IF-2017,Individual Fellowships
703119,MSCA-IF-2015-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
101019563,MSCA-IF-2020,Individual Fellowships
967357,EIC-SMEInst-2018-2020,SME instrument
673872,SFS-08-2014-1,Resource-efficient eco-innovative food production and processing
773554,SFS-28-2017,Functional biodiversity – productivity gains through functional biodiversity: effective interplay of crop pollinators and pest predators
826614,EIC-SMEInst-2018-2020,SME instrument
880935,EIC-SMEInst-2018-2020,SME instrument
816093,EIC-SMEInst-2018-2020,SME instrument
897785,MSCA-IF-2019,Individual Fellowships
868040,EIC-SMEInst-2018-2020,SME instrument
844365,MSCA-IF-2018,Individual Fellowships
101036838,LC-GD-3-2-2020,Demonstration of systemic solutions for the territorial deployment of the circular economy
817683,SFS-16-2018,Towards healthier and sustainable food
101016087,SC1-PHE-CORONAVIRUS-2020-2B,"Medical technologies, Digital tools and Artificial Intelligence (AI) analytics to improve surveillance and care at high Technology Readiness Levels (TRL)"
686371,JTI-CS2-2014-CFP01-ENG-04-02,High Performance Turbocharger
820587,EIC-FTI-2018-2020,Fast Track to Innovation (FTI)
679303,SFS-05-2015,"Strategies for crop productivity, stability and quality"
695916,EE-07-2015,Enhancing the capacity of public authorities to plan and implement sustainable energy policies and measures
633999,SFS-03b-2014,EU-China cooperation on IPM in agriculture
701691,MSCA-IF-2015-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
818184,SFS-05-2018-2019-2020,New and emerging risks to plant health
765415,MSCA-ITN-2017,Innovative Training Networks
799952,MSCA-IF-2017,Individual Fellowships
674155,SC5-20-2014-1,Boosting the potential of small businesses for eco-innovation and a sustainable supply of raw materials
101026356,MSCA-IF-2020,Individual Fellowships
101007783,MSCA-RISE-2020,Research and Innovation Staff Exchange
101000747,SFS-28-2018-2019-2020,Genetic resources and pre-breeding communities
835401,EIC-SMEInst-2018-2020,SME instrument
890856,MSCA-IF-2019,Individual Fellowships
838205,MSCA-IF-2018,Individual Fellowships
817032,EIC-SMEInst-2018-2020,SME instrument
877090,EIC-SMEInst-2018-2020,SME instrument
663327,SFS-08-2014-1,Resource-efficient eco-innovative food production and processing
651643,SFS-08-2014-1,Resource-efficient eco-innovative food production and processing
862850,RUR-15-2018-2019-2020,Thematic networks compiling knowledge ready for practice
703387,MSCA-IF-2015-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
842234,MSCA-IF-2018,Individual Fellowships
840491,MSCA-IF-2018,Individual Fellowships
753427,MSCA-IF-2016,Individual Fellowships
811930,EIC-SMEInst-2018-2020,SME instrument
946286,EIC-SMEInst-2018-2020,SME instrument
747228,MSCA-IF-2016,Individual Fellowships
844114,MSCA-IF-2018,Individual Fellowships
880753,EIC-SMEInst-2018-2020,SME instrument
773672,SMEInst-07-2016-2017,"Stimulating the innovation potential of SMEs for sustainable and competitive agriculture, forestry, agri-food and bio-based sectors"
101000439,RUR-07-2020,Reducing food losses and waste along the agri-food value chain
683730,SFS-08-2015-1,Resource-efficient eco-innovative food production and processing
796790,MSCA-IF-2017,Individual Fellowships
790025,SMEInst-11-2016-2017,"Boosting the potential of small businesses in the areas of climate action, environment, resource efficiency and raw materials"
817936,SFS-16-2018,Towards healthier and sustainable food
701949,MSCA-IF-2015-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
763130,SMEInst-11-2016-2017,"Boosting the potential of small businesses in the areas of climate action, environment, resource efficiency and raw materials"
661149,MSCA-IF-2014-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
838433,MSCA-IF-2018,Individual Fellowships
812001,EIC-SMEInst-2018-2020,SME instrument
836175,EIC-SMEInst-2018-2020,SME instrument
892074,MSCA-IF-2019,Individual Fellowships
815904,EIC-SMEInst-2018-2020,SME instrument
101003373,WF-02-2019,Widening Fellowships
711486,SFS-08-2015-1,Resource-efficient eco-innovative food production and processing
101023536,MSCA-IF-2020,Individual Fellowships
101000527,CE-RUR-08-2018-2019-2020,Closing nutrient cycles
808961,SMEInst-07-2016-2017,"Stimulating the innovation potential of SMEs for sustainable and competitive agriculture, forestry, agri-food and bio-based sectors"
877373,EIC-SMEInst-2018-2020,SME instrument
101000852,RUR-06-2020,Innovative agri-food value chains: boosting sustainability-oriented competitiveness
792050,BBI.2017.R4,Proteins and other bioactive ingredients from side streams and residues
666732,SFS-08-2014,Resource-efficient eco-innovative food production and processing
888783,EIC-SMEInst-2018-2020,SME instrument
806431,SMEInst-11-2016-2017,"Boosting the potential of small businesses in the areas of climate action, environment, resource efficiency and raw materials"
683698,SFS-08-2015-1,Resource-efficient eco-innovative food production and processing
867459,WF-01-2018,Widening Fellowships
850054,EIC-SMEInst-2018-2020,SME instrument
762506,SMEInst-07-2016-2017,"Stimulating the innovation potential of SMEs for sustainable and competitive agriculture, forestry, agri-food and bio-based sectors"
753301,MSCA-IF-2016,Individual Fellowships
897403,MSCA-IF-2019,Individual Fellowships
101021787,MSCA-IF-2020,Individual Fellowships
633317,MSCA-NIGHT-2014,European Researchers' Night (NIGHT)
744881,SMEInst-07-2016-2017,"Stimulating the innovation potential of SMEs for sustainable and competitive agriculture, forestry, agri-food and bio-based sectors"
762793,SMEInst-10-2016-2017,Small business innovation research for Transport and Smart Cities Mobility
776622,SC5-13-2016-2017,New solutions for sustainable production of raw materials
723784,NMBP-31-2016,Presidency events
826657,EIC-SMEInst-2018-2020,SME instrument
822620,EIC-SMEInst-2018-2020,SME instrument
875933,EIC-SMEInst-2018-2020,SME instrument
839086,MSCA-IF-2018,Individual Fellowships
731268,LCE-02-2016,"Demonstration of smart grid, storage and system integration technologies with increasing share of renewables: distribution system"
674797,SFS-08-2014,Resource-efficient eco-innovative food production and processing
827362,EIC-SMEInst-2018-2020,SME instrument
659315,MSCA-IF-2014-GF,Marie Skłodowska-Curie Individual Fellowships (IF-GF)
674228,ICT-37-2014-1,Open Disruptive Innovation Scheme (implemented through the SME instrument)
691895,SCC-01-2015,"Smart Cities and Communities solutions integrating energy, transport, ICT sectors through lighthouse (large scale demonstration - first of the kind) projects"
861459,ICT-23-2019,EU-Taiwan 5G collaboration
837583,BBI.2018.SO3.D4,Produce biopesticides or bio-based fertilisers as components of sustainable agricultural management plans (1)
769072,MG-4.1-2017,Increasing the take up and scale-up of innovative solutions to achieve sustainable mobility in urban areas
768869,FOF-09-2017,Novel design and predictive maintenance technologies for increased operating life of production systems
886977,JTI-CS2-2019-CFP10-AIR-02-85,"Development of a multifunctional system for complex aerostructures assembly, assisted by neural network softwares"
760907,NMBP-25-2017,Next generation system integrating tangible and intangible materials model components to support innovation in industry
785400,JTI-CS2-2017-CFP06-FRC-02-24,Hybrid bearings technologies
738517,SMEInst-02-2016-2017,Accelerating the uptake of nanotechnologies advanced materials or advanced manufacturing and processing technologies by SMEs
855513,EIC-SMEInst-2018-2020,SME instrument
101007322,ECSEL-2020-2-RIA,ECSEL-2020-2-RIA
831987,JTI-CS2-2018-CfP08-AIR-03-05,Development and evaluation of a manufacturing process for a lightweight aircraft wheel made of CFRP
854636,EIC-SMEInst-2018-2020,SME instrument
821323,JTI-CS2-2017-CfP07-REG-01-13,Full scale Innovative composite windows frames for Regional Aircraft Fuselage barrel on-ground demonstrators
685842,NMP-19-2015,"Materials for severe operating conditions, including added-value functionalities"
817251,EIC-SMEInst-2018-2020,SME instrument
761122,NMBP-22-2017,Business models and industrial strategies supporting novel supply chains for innovative product-services
738767,SMEInst-07-2016-2017,"Stimulating the innovation potential of SMEs for sustainable and competitive agriculture, forestry, agri-food and bio-based sectors"
849502,EIC-SMEInst-2018-2020,SME instrument
837384,EIC-SMEInst-2018-2020,SME instrument
781027,SMEInst-13-2016-2017,Engaging SMEs in security research and development
745601,LCE-09-2016,Increasing the competitiveness of the EU PV manufacturing industry
953971,EIC-SMEInst-2018-2020,SME instrument
719057,SC5-20-2015-1,Boosting the potential of small businesses for eco-innovation and a sustainable supply of raw materials
777397,IMI2-2016-10-05,Biomanufacturing 2020: Development of Innovative high throughput analytical tools and methods to characterize cell culture fluid during development and commercial cell culture processes
776391,COMPET-1-2017,Technologies for European non-dependence and competitiveness
738194,JTI-CS2-2016-CFP03-FRC-02-09,"Light weight, impact resistant, canopy for fast compound rotorcraft"
662957,NMP-25-2014-1,"Accelerating the uptake of nanotechnologies, advanced materials or advanced manufacturing and processing technologies by SMEs"
790100,SMEInst-11-2016-2017,"Boosting the potential of small businesses in the areas of climate action, environment, resource efficiency and raw materials"
719038,SC5-20-2015-1,Boosting the potential of small businesses for eco-innovation and a sustainable supply of raw materials
871710,ICT-03-2018-2019,Photonics Manufacturing Pilot Lines for Photonic Components and Devices
101007022,MG-3-5-2020,"Next generation multifunctional and intelligent airframe and engine parts, with emphasis on manufacturing, maintenance and recycling"
832171,EIC-SMEInst-2018-2020,SME instrument
680820,FoF-10-2015,Manufacturing of custom made parts for personalised products
822720,EIC-SMEInst-2018-2020,SME instrument
831838,JTI-CS2-2018-CfP08-LPA-01-55,Development of AC cabling technologies for >1kV aerospace applications
821192,JTI-CS2-2017-CfP07-REG-01-12,"Full scale innovative composite doors, surrounds and sub-structure for Regional Aircraft Fuselage barrel on-ground demonstrators"
820789,DT-FOF-03-2018,Innovative manufacturing of opto-electrical parts (RIA)
779736,SMEInst-02-2016-2017,Accelerating the uptake of nanotechnologies advanced materials or advanced manufacturing and processing technologies by SMEs
717218,JTI-CS2-2015-CFP02-FRC-02-13,HVDC Generator
768892,FOF-12-2017,ICT Innovation for Manufacturing SMEs (I4MS)
958410,DT-FOF-09-2020,Energy-efficient manufacturing system management (IA)
781794,SMEInst-02-2016-2017,Accelerating the uptake of nanotechnologies advanced materials or advanced manufacturing and processing technologies by SMEs
762568,SMEInst-02-2016-2017,Accelerating the uptake of nanotechnologies advanced materials or advanced manufacturing and processing technologies by SMEs
762330,SMEInst-02-2016-2017,Accelerating the uptake of nanotechnologies advanced materials or advanced manufacturing and processing technologies by SMEs
768710,FOF-07-2017,Integration of unconventional technologies for multi-material processing into manufacturing systems
875247,LC-BAT-6-2019,Li-ion Cell Materials & Transport Modelling
870142,DT-FOF-12-2019,Handling systems for flexible materials (RIA)
768707,FOF-08-2017,In-line measurement and control for micro-/nano-enabled high-volume manufacturing for enhanced reliability
761303,SMEInst-01-2016-2017,Open Disruptive Innovation Scheme
775888,SMEInst-11-2016-2017,"Boosting the potential of small businesses in the areas of climate action, environment, resource efficiency and raw materials"
957202,LC-BAT-14-2020,Self-healing functionalities for long lasting battery cell chemistries
743632,SMEInst-11-2016-2017,"Boosting the potential of small businesses in the areas of climate action, environment, resource efficiency and raw materials"
963560,LC-BAT-11-2020,Reducing the cost of large batteries for waterborne transport
688807,ICT-24-2015,Robotics
778586,SMEInst-05-2016-2017,Supporting innovative SMEs in the healthcare biotechnology sector
745460,SMEInst-04-2016-2017,Engaging SMEs in space research and development
831946,JTI-CS2-2018-CfP08-REG-01-17,Full scale innovative pressure bulkheads for Regional Aircraft Fuselage barrel on-ground demonstrators
875875,EIC-SMEInst-2018-2020,SME instrument
825121,ICT-07-2018,Electronic Smart Systems (ESS)
868213,EIC-SMEInst-2018-2020,SME instrument
761883,SMEInst-03-2016-2017,Dedicated support to biotechnology SMEs closing the gap from lab to market
828008,EIC-SMEInst-2018-2020,SME instrument
836278,EIC-SMEInst-2018-2020,SME instrument
813453,MSCA-ITN-2018,Innovative Training Networks
889489,EIC-SMEInst-2018-2020,SME instrument
651752,SIE-01-2014-1,Stimulating the innovation potential of SMEs for a low carbon energy system
723777,FOF-11-2016,Digital automation
754378,NFRP-11,Support for the EU security of supply of nuclear fuel for research reactors
831979,JTI-CS2-2018-CfP08-AIR-02-64,Cold Spray of metallic coatings on polymer and composite materials [SAT]
960623,EIC-SMEInst-2018-2020,SME instrument
783717,SMEInst-11-2016-2017,"Boosting the potential of small businesses in the areas of climate action, environment, resource efficiency and raw materials"
775836,SMEInst-09-2016-2017,Stimulating the innovation potential of SMEs for a low carbon and efficient energy system
756698,SMEInst-02-2016-2017,Accelerating the uptake of nanotechnologies advanced materials or advanced manufacturing and processing technologies by SMEs
717238,JTI-CS2-2015-CFP02-LPA-02-10,Development of pultrusion manufacturing applications
101009387,H2020-EIC-SMEInst-2020-4,H2020-EIC Accelerator pilot –SME Instrument - Green Deal
831055,EIC-FTI-2018-2020,Fast Track to Innovation (FTI)
740390,SMEInst-02-2016-2017,Accelerating the uptake of nanotechnologies advanced materials or advanced manufacturing and processing technologies by SMEs
958357,DT-FOF-11-2020,Quality control in smart manufacturing (IA)
672077,IT-1-2014-1,Small business innovation research for Transport
744307,SMEInst-10-2016-2017,Small business innovation research for Transport and Smart Cities Mobility
778620,SMEInst-05-2016-2017,Supporting innovative SMEs in the healthcare biotechnology sector
738047,JTI-CS2-2016-CFP03-SYS-02-19,Eco Design: Composite functionalization: thermal and electrical conductivity
760941,PILOTS-03-2017,Pilot Lines for Manufacturing of Nanotextured surfaces with mechanically enhanced properties
723373,FOF-04-2016,Continuous adaptation of work environments with changing levels of automation in evolving production systems
769178,MG-1.3-2017,Maintaining industrial leadership in aeronautics
763185,SMEInst-11-2016-2017,"Boosting the potential of small businesses in the areas of climate action, environment, resource efficiency and raw materials"
790440,BBI.2017.R7,Novel secondary bio-based chemicals without significant fossil-based counterparts but with high application potential
743667,SMEInst-09-2016-2017,Stimulating the innovation potential of SMEs for a low carbon and efficient energy system
835775,EIC-SMEInst-2018-2020,SME instrument
761358,SMEInst-01-2016-2017,Open Disruptive Innovation Scheme
881803,S2R-OC-IP1-02-2019,"Tools, methodologies and technological development of next generation of Running Gear"
766437,FOF-06-2017,New product functionalities through advanced surface manufacturing processes for mass production
767642,FOF-12-2017,ICT Innovation for Manufacturing SMEs (I4MS)
804252,SMEInst-05-2016-2017,Supporting innovative SMEs in the healthcare biotechnology sector
101000719,CE-FNR-14-2020,Innovative textiles – reinventing fashion
836280,EIC-SMEInst-2018-2020,SME instrument
637095,FoF-06-2014,Symbiotic human-robot collaboration for safe and dynamic multimodal manufacturing systems
821488,JTI-CS2-2017-CfP07-AIR-01-33,Flexible RTM tool concept for composites with spring back adjustments capabilities
874837,SC1-BHC-07-2019,Regenerative medicine: from new insights to new applications
694217,IT-1-2015-1,Small business innovation research for Transport
101000632,CE-FNR-14-2020,Innovative textiles – reinventing fashion
642067,WASTE-1-2014,Moving towards a circular economy through industrial symbiosis
821261,JTI-CS2-2017-CfP07-REG-01-11,Full scale innovative composite frames and shear ties for Regional Aircraft Fuselage barrel on-ground demonstrators.
761859,SMEInst-09-2016-2017,Stimulating the innovation potential of SMEs for a low carbon and efficient energy system
880218,EIC-SMEInst-2018-2020,SME instrument
898179,MSCA-IF-2019,Individual Fellowships
837451,EIC-SMEInst-2018-2020,SME instrument
971209,EIC-FTI-2018-2020,Fast Track to Innovation (FTI)
832148,EIC-SMEInst-2018-2020,SME instrument
735503,FCH-02-7-2016,Demonstration of large-scale rapid response electrolysis to provide grid balancing services and to supply hydrogen markets
821081,JTI-CS2-2017-CfP07-AIR-02-58,Optimization of hybrid joining (Refill Friction Stir Spot Welding + adhesive bond) for increasing mechanical properties and corrosion protection of the joints [SAT]
659454,MSCA-IF-2014-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
696226,SC5-20-2015-1,Boosting the potential of small businesses for eco-innovation and a sustainable supply of raw materials
785462,JTI-CS2-2017-CFP06-SYS-02-32,Power module
666774,NMP-25-2014,"Accelerating the uptake of nanotechnologies, advanced materials or advanced manufacturing and processing technologies by SMEs"
719009,SIE-01-2015-1,Stimulating the innovation potential of SMEs for a low carbon energy system
870133,DT-FOF-12-2019,Handling systems for flexible materials (RIA)
959259,EIC-SMEInst-2018-2020,SME instrument
957110,INNOSUP-02-2019-2020,European SME innovation Associate - pilot
881814,S2R-OC-IP1-01-2019,Advanced Car body shells for railways and light material and innovative doors and train modularity
825339,ICT-02-2018,Flexible and Wearable Electronics
888943,EIC-SMEInst-2018-2020,SME instrument
787494,SMEInst-09-2016-2017,Stimulating the innovation potential of SMEs for a low carbon and efficient energy system
816126,EIC-SMEInst-2018-2020,SME instrument
815971,EIC-SMEInst-2018-2020,SME instrument
101006844,LC-GV-06-2020,Advanced light materials and their production processes for automotive applications
730747,FTIPilot-01-2016,Fast Track to Innovation Pilot
958264,DT-FOF-11-2020,Quality control in smart manufacturing (IA)
785534,JTI-CS2-2017-CFP06-AIR-02-50,Prototype Tooling for subcomponents manufacturing for fuselage.
867493,EIC-SMEInst-2018-2020,SME instrument
728652,SMEInst-11-2016-2017,"Boosting the potential of small businesses in the areas of climate action, environment, resource efficiency and raw materials"
681718,IT-1-2015-1,Small business innovation research for Transport
744671,SMEInst-02-2016-2017,Accelerating the uptake of nanotechnologies advanced materials or advanced manufacturing and processing technologies by SMEs
957391,ICT-38-2020,Artificial intelligence for manufacturing
873468,INNOSUP-01-2018-2020,Cluster facilitated projects for new industrial value chains
826262,FCH-01-3-2018,Strengthening of the European supply chain for compressed storage systems for transport applications
870000,EIC-FTI-2018-2020,Fast Track to Innovation (FTI)
884067,EIC-SMEInst-2018-2020,SME instrument
869496,CE-SC5-04-2019,Building a water-smart economy and society
101000836,CE-FNR-17-2020,Pilot circular bio-based cities – sustainable production of bio-based products from urban biowaste and wastewater
854782,EIC-SMEInst-2018-2020,SME instrument
